1	1853	1
1	2660	2
1	232	3
1	1691	4
1	2215	5
1	1260	6
1	1858	7
1	3006	8
1	864	9
1	1664	10
1	671	11
1	1356	12
1	4283	13
1	1321	14
1	4564	15
1	2324	16
1	149	17
1	4887	18
1	2698	19
1	766	20
1	240	21
1	3410	22
1	166	23
1	4849	24
1	168	25
1	1475	26
1	5115	27
1	4230	28
1	4600	29
1	5126	30
1	2166	31
1	18	32
1	1954	33
1	934	34
1	3742	35
1	1486	36
1	4130	37
1	3839	38
1	3190	39
1	3946	40
1	1224	41
1	4717	42
1	845	43
1	4721	44
1	1484	45
1	1810	46
1	4940	47
1	1071	48
1	3100	49
1	644	50
1	1675	51
1	3343	52
1	235	53
1	103	54
1	3560	55
1	395	56
1	1937	57
1	3485	58
1	109	59
1	296	60
1	2039	61
1	2882	62
1	4516	63
1	777	64
1	1879	65
1	1370	66
1	2456	67
1	1187	68
1	561	69
1	90	70
1	2729	71
1	867	72
1	4012	73
1	2745	74
1	2161	75
1	1966	76
1	2448	77
1	2510	78
1	4038	79
1	4114	80
1	1468	81
1	3815	82
1	4332	83
1	1815	84
1	1409	85
1	164	86
1	1744	87
1	2114	88
1	138	89
1	3807	90
1	5147	91
1	3861	92
1	1144	93
1	659	94
1	349	95
1	578	96
1	1746	97
1	4695	98
1	4284	99
1	1047	100
3	2425	1
3	506	2
3	3444	3
3	899	4
3	2603	5
3	816	6
3	3026	7
3	2696	8
3	743	9
3	2594	10
3	2283	11
3	254	12
3	2901	13
3	2184	14
3	2796	15
3	1956	16
3	4062	17
3	4056	18
3	2315	19
3	2519	20
3	4481	21
3	2452	22
3	3337	23
3	4522	24
3	1748	25
3	1609	26
3	4109	27
3	4393	28
3	1293	29
3	158	30
3	277	31
3	2595	32
3	1313	33
3	828	34
3	3116	35
3	4949	36
3	3920	37
3	4869	38
3	4264	39
3	3886	40
3	3753	41
3	2473	42
3	2209	43
3	3416	44
3	1356	45
3	4846	46
3	4696	47
3	575	48
3	2004	49
3	2742	50
3	3050	51
3	778	52
3	1855	53
3	2456	54
3	484	55
3	2571	56
3	2941	57
3	2216	58
3	3275	59
3	4101	60
3	4854	61
3	2832	62
3	2352	63
3	301	64
3	4578	65
3	3813	66
3	3546	67
3	227	68
3	651	69
3	3667	70
3	4526	71
3	441	72
3	2825	73
3	5107	74
3	1427	75
3	2045	76
3	1998	77
3	3238	78
3	1071	79
3	1746	80
3	1397	81
3	4222	82
3	1929	83
3	1489	84
3	793	85
3	622	86
3	3691	87
3	3898	88
3	3070	89
3	87	90
3	862	91
3	154	92
3	774	93
3	2300	94
3	745	95
3	1837	96
3	2831	97
3	191	98
3	1551	99
3	2289	100
5	2232	1
5	1024	2
5	2862	3
5	3204	4
5	2960	5
5	1489	6
5	3406	7
5	1022	8
5	4836	9
5	2556	10
5	3126	11
5	3725	12
5	3143	13
5	1621	14
5	4523	15
5	4235	16
5	2366	17
5	552	18
5	2719	19
5	3407	20
5	2429	21
5	2925	22
5	2908	23
5	4648	24
5	2541	25
5	1896	26
5	4925	27
5	2281	28
5	4139	29
5	4263	30
5	3456	31
5	3431	32
5	2923	33
5	3110	34
5	3329	35
5	4387	36
5	434	37
5	4631	38
5	1969	39
5	1666	40
5	1441	41
5	2980	42
5	300	43
5	138	44
5	5090	45
5	4293	46
5	263	47
5	3947	48
5	3348	49
5	282	50
5	2407	51
5	4899	52
5	2818	53
5	4283	54
5	5069	55
5	1325	56
5	2413	57
5	2533	58
5	128	59
5	624	60
5	3128	61
5	1438	62
5	1321	63
5	4742	64
5	4592	65
5	428	66
5	4149	67
5	232	68
5	285	69
5	4774	70
5	1153	71
5	1388	72
5	1143	73
5	3469	74
5	3723	75
5	5083	76
5	816	77
5	2139	78
5	676	79
5	3781	80
5	1288	81
5	1512	82
5	1126	83
5	363	84
5	2109	85
5	852	86
5	4130	87
5	1161	88
5	998	89
5	4300	90
5	3962	91
5	3910	92
5	3336	93
5	4177	94
5	1400	95
5	2089	96
5	3477	97
5	589	98
5	4239	99
5	3153	100
9	4913	1
9	329	2
9	4441	3
9	605	4
9	2197	5
9	3075	6
9	3677	7
9	3632	8
9	3874	9
9	3247	10
9	1219	11
9	2412	12
9	3669	13
9	465	14
9	3229	15
9	4863	16
9	3866	17
9	707	18
9	1595	19
9	1717	20
9	3240	21
9	253	22
9	1724	23
9	2183	24
9	3335	25
9	848	26
9	1587	27
9	4572	28
9	1381	29
9	1462	30
9	3542	31
9	3344	32
9	4675	33
9	4357	34
9	1807	35
9	908	36
9	187	37
9	4135	38
9	700	39
9	4257	40
9	1550	41
9	2072	42
9	455	43
9	1390	44
9	4054	45
9	4339	46
9	3969	47
9	2564	48
9	4233	49
9	4304	50
9	196	51
9	214	52
9	3795	53
9	1884	54
9	729	55
9	3694	56
9	2843	57
9	4434	58
9	2956	59
9	2778	60
9	1039	61
9	3533	62
9	1378	63
9	1610	64
9	349	65
9	3849	66
9	2162	67
9	3815	68
9	2943	69
9	2942	70
9	4704	71
9	190	72
9	900	73
9	3575	74
9	3137	75
9	1792	76
9	4484	77
9	2982	78
9	366	79
9	3625	80
9	2135	81
9	4598	82
9	213	83
9	4131	84
9	2477	85
9	4593	86
9	4095	87
9	3779	88
9	2804	89
9	4200	90
9	3111	91
9	669	92
9	4994	93
9	3984	94
9	1195	95
9	1270	96
9	49	97
9	83	98
9	2271	99
9	1721	100
12	4333	1
12	978	2
12	1950	3
12	1566	4
12	4352	5
12	2917	6
12	3222	7
12	4598	8
12	4894	9
12	3856	10
12	1137	11
12	3442	12
12	4563	13
12	4758	14
12	4807	15
12	4041	16
12	3730	17
12	2605	18
12	1665	19
12	4004	20
12	3537	21
12	2290	22
12	4127	23
12	1529	24
12	893	25
12	3992	26
12	1046	27
12	1207	28
12	281	29
12	3703	30
12	3618	31
12	581	32
12	3626	33
12	738	34
12	1760	35
12	2389	36
12	126	37
12	1801	38
12	1500	39
12	2615	40
12	3348	41
12	4909	42
12	2432	43
12	3708	44
12	41	45
12	1482	46
12	3685	47
12	607	48
12	4790	49
12	2973	50
12	4253	51
12	1283	52
12	319	53
12	3107	54
12	3817	55
12	219	56
12	4793	57
12	3677	58
12	3833	59
12	952	60
12	3296	61
12	3027	62
12	146	63
12	348	64
12	3899	65
12	895	66
12	2100	67
12	3297	68
12	3622	69
12	1807	70
12	3728	71
12	314	72
12	3850	73
12	3174	74
12	66	75
12	3443	76
12	2912	77
12	374	78
12	2855	79
12	2697	80
12	2854	81
12	5150	82
12	1626	83
12	4073	84
12	4532	85
12	2731	86
12	2075	87
12	2984	88
12	1633	89
12	3664	90
12	2177	91
12	3473	92
12	2395	93
12	1679	94
12	51	95
12	3928	96
12	4850	97
12	510	98
12	1069	99
12	4881	100
13	1391	1
13	3464	2
13	2733	3
13	4352	4
13	482	5
13	4254	6
13	4462	7
13	2598	8
13	3914	9
13	5087	10
13	3955	11
13	224	12
13	4192	13
13	1959	14
13	3363	15
13	2509	16
13	2613	17
13	2534	18
13	3715	19
13	1030	20
13	2971	21
13	265	22
13	5011	23
13	924	24
13	1944	25
13	383	26
13	1909	27
13	4869	28
13	2750	29
13	960	30
13	704	31
13	1516	32
13	4542	33
13	2421	34
13	3932	35
13	4957	36
13	3373	37
13	4077	38
13	460	39
13	1654	40
13	3843	41
13	2160	42
13	2419	43
13	1847	44
13	765	45
13	3821	46
13	922	47
13	528	48
13	4450	49
13	4568	50
13	4328	51
13	4203	52
13	660	53
13	4408	54
13	3690	55
13	2946	56
13	3979	57
13	3074	58
13	1434	59
13	2091	60
13	1566	61
13	4777	62
13	13	63
13	3279	64
13	2250	65
13	1774	66
13	2153	67
13	3671	68
13	3160	69
13	483	70
13	4638	71
13	2086	72
13	3746	73
13	5054	74
13	5091	75
13	3967	76
13	57	77
13	3292	78
13	4753	79
13	4090	80
13	434	81
13	1403	82
13	993	83
13	3783	84
13	1420	85
13	4791	86
13	4066	87
13	2090	88
13	682	89
13	358	90
13	707	91
13	614	92
13	2438	93
13	4068	94
13	1161	95
13	4721	96
13	1603	97
13	2538	98
13	3297	99
13	1709	100
28	3155	1
28	4191	2
28	2254	3
28	1535	4
28	2854	5
28	5020	6
28	2357	7
28	1885	8
28	2081	9
28	3499	10
28	1345	11
28	2898	12
28	378	13
28	2774	14
28	3367	15
28	3370	16
28	4746	17
28	4819	18
28	4730	19
28	1265	20
28	3294	21
28	1469	22
28	1237	23
28	3737	24
28	2185	25
28	5023	26
28	337	27
28	3012	28
28	3665	29
28	4898	30
28	1460	31
28	2737	32
28	3046	33
28	3636	34
28	4626	35
28	4425	36
28	3536	37
28	1299	38
28	4044	39
28	4087	40
28	2761	41
28	3125	42
28	3171	43
28	129	44
28	3392	45
28	1844	46
28	3702	47
28	4110	48
28	525	49
28	4089	50
28	3285	51
28	1600	52
28	3373	53
28	2884	54
28	1128	55
28	2411	56
28	1550	57
28	4744	58
28	3544	59
28	3199	60
28	2369	61
28	3038	62
28	4726	63
28	3897	64
28	2147	65
28	4040	66
28	3867	67
28	4053	68
28	3588	69
28	1530	70
28	3517	71
28	4260	72
28	4645	73
28	627	74
28	157	75
28	3854	76
28	4959	77
28	3455	78
28	644	79
28	3755	80
28	2412	81
28	1270	82
28	3189	83
28	3172	84
28	194	85
28	1803	86
28	388	87
28	1910	88
28	4400	89
28	3862	90
28	573	91
28	365	92
28	685	93
28	4262	94
28	3778	95
28	2212	96
28	1243	97
28	50	98
28	2224	99
28	3508	100
42	2813	1
42	551	2
42	2664	3
42	1287	4
42	5054	5
42	2939	6
42	3026	7
42	3642	8
42	3748	9
42	770	10
42	4818	11
42	3269	12
42	3618	13
42	452	14
42	4765	15
42	2873	16
42	1006	17
42	2810	18
42	3773	19
42	3546	20
42	154	21
42	2992	22
42	2062	23
42	1614	24
42	955	25
42	2416	26
42	577	27
42	4871	28
42	4883	29
42	2361	30
42	715	31
42	827	32
42	2496	33
42	2862	34
42	4137	35
42	828	36
42	1513	37
42	2893	38
42	4950	39
42	1506	40
42	3602	41
42	92	42
42	1529	43
42	284	44
42	4500	45
42	3636	46
42	441	47
42	1045	48
42	4563	49
42	36	50
42	4747	51
42	3508	52
42	4191	53
42	2518	54
42	1646	55
42	4480	56
42	4205	57
42	750	58
42	2851	59
42	1746	60
42	2131	61
42	3578	62
42	4502	63
42	4616	64
42	1033	65
42	2564	66
42	4333	67
42	1774	68
42	4706	69
42	2084	70
42	3371	71
42	2304	72
42	4867	73
42	4073	74
42	2447	75
42	280	76
42	3689	77
42	1973	78
42	1166	79
42	1553	80
42	400	81
42	2214	82
42	3818	83
42	158	84
42	3222	85
42	2966	86
42	4180	87
42	1227	88
42	2193	89
42	2971	90
42	5032	91
42	3223	92
42	700	93
42	588	94
42	2859	95
42	4785	96
42	4020	97
42	580	98
42	3429	99
42	2847	100
47	3943	1
47	2385	2
47	3667	3
47	622	4
47	1263	5
47	1837	6
47	743	7
47	4949	8
47	1922	9
47	3830	10
47	3478	11
47	2028	12
47	4393	13
47	623	14
47	3232	15
47	3954	16
47	829	17
47	4522	18
47	2584	19
47	3001	20
47	676	21
47	1746	22
47	1529	23
47	3357	24
47	2500	25
47	4101	26
47	1609	27
47	1551	28
47	1486	29
47	1855	30
47	3418	31
47	1313	32
47	2315	33
47	1628	34
47	575	35
47	441	36
47	2297	37
47	5123	38
47	1769	39
47	2283	40
47	1848	41
47	3810	42
47	215	43
47	2693	44
47	325	45
47	2621	46
47	2114	47
47	2727	48
47	4717	49
47	2036	50
47	1434	51
47	640	52
47	389	53
47	3948	54
47	1597	55
47	3239	56
47	2762	57
47	1355	58
47	2300	59
47	5141	60
47	1929	61
47	1472	62
47	2595	63
47	4692	64
47	3238	65
47	529	66
47	3791	67
47	4696	68
47	3962	69
47	2544	70
47	2779	71
47	3416	72
47	1189	73
47	1302	74
47	1558	75
47	612	76
47	3	77
47	2503	78
47	277	79
47	1680	80
47	368	81
47	2746	82
47	1725	83
47	3044	84
47	548	85
47	2187	86
47	2715	87
47	867	88
47	4072	89
47	437	90
47	2922	91
47	1411	92
47	2472	93
47	457	94
47	369	95
47	2074	96
47	3884	97
47	2033	98
47	4735	99
47	436	100
48	2862	1
48	2232	2
48	1906	3
48	396	4
48	243	5
48	405	6
48	3566	7
48	4896	8
48	3614	9
48	1081	10
48	2310	11
48	1325	12
48	1389	13
48	1038	14
48	331	15
48	1658	16
48	599	17
48	634	18
48	2160	19
48	1142	20
48	4273	21
48	2734	22
48	2833	23
48	460	24
48	3620	25
48	1064	26
48	4061	27
48	1523	28
48	380	29
48	1408	30
48	5089	31
48	181	32
48	4930	33
48	3197	34
48	2804	35
48	4328	36
48	4838	37
48	3599	38
48	3700	39
48	3516	40
48	3198	41
48	1477	42
48	1603	43
48	4150	44
48	3425	45
48	4748	46
48	998	47
48	1197	48
48	1492	49
48	2920	50
48	682	51
48	2894	52
48	3416	53
48	3408	54
48	291	55
48	3146	56
48	2930	57
48	2975	58
48	4092	59
48	1543	60
48	1085	61
48	3224	62
48	4614	63
48	142	64
48	4382	65
48	1856	66
48	1203	67
48	2461	68
48	4101	69
48	4199	70
48	2471	71
48	1765	72
48	4204	73
48	3759	74
48	1991	75
48	4462	76
48	1261	77
48	3378	78
48	3821	79
48	5061	80
48	3352	81
48	2191	82
48	197	83
48	357	84
48	1500	85
48	2935	86
48	3200	87
48	206	88
48	2373	89
48	4378	90
48	4931	91
48	660	92
48	4830	93
48	4555	94
48	3812	95
48	3835	96
48	3263	97
48	927	98
48	3126	99
48	5074	100
49	1100	1
49	489	2
49	3518	3
49	2829	4
49	1779	5
49	4752	6
49	1449	7
49	4829	8
49	1279	9
49	1036	10
49	4113	11
49	3609	12
49	3095	13
49	1870	14
49	65	15
49	1963	16
49	4210	17
49	4947	18
49	2955	19
49	4833	20
49	2612	21
49	2368	22
49	3411	23
49	778	24
49	1809	25
49	1509	26
49	4897	27
49	2724	28
49	36	29
49	40	30
49	2282	31
49	2030	32
49	5122	33
49	2617	34
49	2076	35
49	2092	36
49	4438	37
49	4857	38
49	184	39
49	549	40
49	2292	41
49	3491	42
49	923	43
49	411	44
49	3215	45
49	3977	46
49	3307	47
49	3493	48
49	4412	49
49	3381	50
49	727	51
49	3627	52
49	3854	53
49	3400	54
49	4672	55
49	5004	56
49	3790	57
49	3070	58
49	1066	59
49	2000	60
49	3232	61
49	1938	62
49	4270	63
49	3970	64
49	1925	65
49	37	66
49	4159	67
49	3985	68
49	734	69
49	4162	70
49	3880	71
49	4978	72
49	2113	73
49	2193	74
49	3175	75
49	2701	76
49	2546	77
49	1479	78
49	316	79
49	2032	80
49	1155	81
49	1089	82
49	173	83
49	4706	84
49	3524	85
49	332	86
49	384	87
49	1789	88
49	575	89
49	4369	90
49	1418	91
49	2138	92
49	4612	93
49	2384	94
49	3747	95
49	2771	96
49	545	97
49	1214	98
49	740	99
49	4148	100
50	2064	1
50	2313	2
50	4140	3
50	286	4
50	4687	5
50	3801	6
50	2850	7
50	2539	8
50	2493	9
50	1340	10
50	712	11
50	1487	12
50	50	13
50	2458	14
50	4015	15
50	157	16
50	1318	17
50	2369	18
50	3225	19
